index,budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director
2480,20000000,Drama Romance,23169,new york father son relationship grieving romantic drama young adult,en,Remember Me,mid,12-03-2010,0,113.0,Released,Live in the moments.,Remember Me,6.9,948,Robert Pattinson Emilie de Ravin Pierce Brosnan Lena Olin Chris Cooper,Allen Coulter
2481,0,Drama Comedy Romance,17403,woman director,en,How to Deal,low,18-07-2003,0,99.0,Released,Rule #1 There are no rules.,How to Deal,5.7,42,Mandy Moore Trent Ford Allison Janney Alexandra Holden Dylan Baker,Clare Kilner
2482,20000000,Comedy Science Fiction,12120,alien spoof sneeze levitation message,en,My Stepmother is an Alien,low,09-12-1988,13854000,108.0,Released,Man's closest encounter.,My Stepmother is an Alien,5.3,131,Dan Aykroyd Kim Basinger Jon Lovitz Alyson Hannigan Seth Green,Richard Benjamin
2483,26000000,Drama,9800,gay aids homophobia jurors court,en,Philadelphia,mid,22-12-1993,206678440,125.0,Released,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,988,Tom Hanks Denzel Washington Jason Robards Mary Steenburgen Antonio Banderas,Jonathan Demme
2484,16000000,Thriller Science Fiction Mystery,1090,artificial intelligence simulation computer program virtual reality dystopia,en,The Thirteenth Floor,low,16-04-1999,18564088,100.0,Released,Question reality. You can go there even though it doesn't exist.,The Thirteenth Floor,6.8,378,Craig Bierko Armin Mueller-Stahl Gretchen Mol Vincent D'Onofrio Dennis Haysbert,Josef Rusnak
2485,16000000,Comedy Drama,18475,comedy,en,The Cookout,low,03-09-2004,12,97.0,Released,"This summer, get your grill on!",The Cookout,4.6,10,Ja Rule Tim Meadows Jenifer Lewis Jonathan Silverman Eve,Lance Rivera
2486,0,Action Science Fiction Thriller,40160,meteor disaster disaster film disaster movie,en,Meteor,low,19-10-1979,0,107.0,Released,There's No Place On Earth To Hide!,Meteor,5.1,36,Sean Connery Natalie Wood Karl Malden Brian Keith Martin Landau,Ronald Neame
2487,0,Comedy Drama Music,18074,musical,en,Duets,low,09-09-2000,0,112.0,Released,Six littles souls in search of a little harmony.,Duets,5.5,34,Gwyneth Paltrow Scott Speedman Maria Bello Paul Giamatti Andre Braugher,Bruce Paltrow
2488,16000000,Comedy Drama,9689,blindness and impaired vision creative crisis film director,en,Hollywood Ending,low,03-05-2002,0,112.0,Released,It's going to be a shot in the dark!,Hollywood Ending,6.4,113,Woody Allen George Hamilton T\u00e9a Leoni Debra Messing Mark Rydell,Woody Allen
2489,6500000,Comedy Music,9781,parents kids relationship kiss independent film youth drug,en,Detroit Rock City,low,13-08-1999,4217115,95.0,Released,Kiss The Rules Goodbye.,Detroit Rock City,6.7,100,Giuseppe Andrews James DeBello Edward Furlong Sam Huntington Lin Shaye,Adam Rifkin
2490,16000000,Adventure Action Fantasy,8009,new york scotland swordplay sword cut-off head,en,Highlander,mid,07-03-1986,5900000,116.0,Released,There can be only one.,Highlander,6.8,624,Christopher Lambert Roxanne Hart Clancy Brown Sean Connery Beatie Edney,Russell Mulcahy
2491,16000000,Drama,3877,sadness loss of father junkie luxury heroin,en,Things We Lost in the Fire,low,26-09-2007,2849142,113.0,Released,Hope comes with letting go.,Things We Lost in the Fire,6.7,90,Halle Berry Benicio del Toro David Duchovny Alison Lohman Sarah Dubrovsky,Susanne Bier
2492,16000000,Science Fiction Action Adventure,8854,dc comics los angeles soldier military,en,Steel,low,15-08-1997,1686429,97.0,Released,Heroes don't come any bigger.,Steel,4.3,48,Shaquille O'Neal Annabeth Gish Richard Roundtree Judd Nelson Irma P. Hall,Kenneth Johnson
2493,16000000,Drama Romance,152599,new york corruption sister sister relationship magic immigrant,en,The Immigrant,low,03-07-2013,5867686,117.0,Released,,The Immigrant,6.2,250,Marion Cotillard Jeremy Renner Joaquin Phoenix Dagmara Domi\u0144czyk Gabriel Rush,James Gray
2494,0,Drama History Family Romance,18840,,en,The White Countess,low,30-10-2005,0,135.0,Released,,The White Countess,6.9,21,Ralph Fiennes Natasha Richardson Hiroyuki Sanada Lynn Redgrave Vanessa Redgrave,James Ivory
2495,20000000,Thriller Crime Drama Mystery,68727,amnesia art thief hypnotism heist movie duringcreditsstinger,en,Trance,mid,27-03-2013,24261569,101.0,Released,Don't be a hero.,Trance,6.5,956,James McAvoy Vincent Cassel Rosario Dawson Matt Cross Danny Sapani,Danny Boyle
2496,16000000,Romance Comedy,12657,black people hip-hop nightclub airplane chaos,en,Soul Plane,low,28-05-2004,14822346,86.0,Released,Announcing the arrival of the first airline with soul.,Soul Plane,4.7,108,Tom Arnold Kevin Hart Method Man Snoop Dogg K. D. Aubert,Jessy Terrero
2497,11000000,Comedy,8265,clock tower jealousy cheating provence lie,fr,Bienvenue chez les ch'tis,low,09-01-2008,53191886,106.0,Released,,Welcome to the Sticks,6.8,615,Kad Merad Dany Boon Zo\u00e9 F\u00e9lix Lorenzo Ausilia-Foret Anne Marivin,Dany Boon
2498,0,Drama,12410,germany nazis nazism euthanasia,en,Good,low,11-12-2008,0,96.0,Released,Anything that makes people happy can't be bad can it?,Good,6.3,29,Viggo Mortensen Jason Isaacs Mark Strong Steven Mackintosh Jodie Whittaker,Vicente Amorim
2499,13000000,Fantasy Drama,34647,prostitute hallucination strip club afterlife surrealism,en,Enter the Void,blockbuster,05-05-2009,754249,161.0,Released,,Enter the Void,7.2,387,Nathaniel Brown Paz de la Huerta Cyril Roy Masato Tanno Jesse Kuhn,Gaspar No\u00e9
2500,16000000,Comedy Romance Horror,73935,vampire love woman director,en,Vamps,low,25-08-2012,0,93.0,Released,Dating Sucks,Vamps,4.8,91,Alicia Silverstone Krysten Ritter Sigourney Weaver Richard Lewis Wallace Shawn,Amy Heckerling
2501,16000000,Drama Family,28178,japanese loyalty human animal relationship friendship friends,en,Hachi: A Dog's Tale,mid,13-06-2009,47801389,93.0,Released,"A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,7.7,1717,Richard Gere Joan Allen Jason Alexander Cary-Hiroyuki Tagawa Sarah Roemer,Lasse Hallstr\u00f6m
2502,16000000,Crime Drama Thriller,185567,,en,Zulu,low,04-12-2013,0,110.0,Released,,Zulu,6.7,172,Orlando Bloom Forest Whitaker Conrad Kemp Inge Beckmann Tinarie Van Wyk-Loots,J\u00e9r\u00f4me Salle
2503,16000000,Western Drama,264656,dancing based on novel revenge native american violence,en,The Homesman,blockbuster,18-05-2014,3442853,122.0,Released,,The Homesman,6.4,258,Hilary Swank Tommy Lee Jones Grace Gummer Meryl Streep Miranda Otto,Tommy Lee Jones
2504,15600000,Comedy Drama,35696,sport basketball beautiful woman hit in crotch cross dressing,en,Juwanna Mann,low,21-06-2002,0,91.0,Released,,Juwanna Mann,4.2,20,"Miguel A. N\u00fa\u00f1ez, Jr. Vivica A. Fox Kevin Pollak Tommy Davidson Ginuwine",Jesse Vaughan
2505,0,War Drama,16351,destruction of a civilization turkey,en,Ararat,low,20-05-2002,0,115.0,Released,,Ararat,5.7,16,Simon Abkarian Charles Aznavour Christopher Plummer Arsin\u00e9e Khanjian David Alpay,Atom Egoyan
2506,0,Action Adventure Drama,38717,sport independent film,en,Madison,low,23-01-2001,0,99.0,Released,A town's future is riding with one man.,Madison,5.3,3,Jim Caviezel Jake Lloyd Mary McCormack Bruce Dern Paul Dooley,William Bindley
2507,15500000,Mystery Crime Drama Thriller,18777,,en,Slow Burn,low,12-09-2005,1237615,93.0,Released,The truth is just a trick of light.,Slow Burn,5.5,16,Ray Liotta LL Cool J Mekhi Phifer Jolene Blalock Chiwetel Ejiofor,Wayne Beach
2508,15300000,Drama Action Comedy,2110,handcuffs hitman love letter police operation japanese mafia,fr,Wasabi,low,31-10-2001,0,94.0,Released,For those who take their action raw.,Wasabi,6.2,283,Jean Reno Ryoko Hirosue Michel Muller Carole Bouquet Yoshi Oida,G\u00e9rard Krawczyk
2509,15500000,Comedy Horror Science Fiction,9035,small town mutant meteor meat alien,en,Slither,low,31-03-2006,0,95.0,Released,Horror Has A New Face,Slither,6.3,317,Nathan Fillion Don Thompson Elizabeth Banks Gregg Henry Xantha Radley,James Gunn
2510,15000000,Action Comedy Crime,90,california showdown undercover strip club investigation,en,Beverly Hills Cop,mid,29-11-1984,316360478,105.0,Released,The Heat Is On!,Beverly Hills Cop,6.8,961,Eddie Murphy Judge Reinhold John Ashton Ronny Cox Paul Reiser,Martin Brest
2511,18000000,Comedy Family,771,holiday burglar home invasion mischief booby trap,en,Home Alone,low,09-11-1990,476684675,103.0,Released,A Family Comedy Without the Family.,Home Alone,7.1,2414,Macaulay Culkin Joe Pesci Daniel Stern John Heard Catherine O'Hara,Chris Columbus
2512,0,Family Comedy Drama,12154,baby roommate bachelor party windeln,es,Three Men and a Baby,low,27-11-1987,0,102.0,Released,They changed her diapers. She changed their lives.,Three Men and a Baby,5.8,253,Tom Selleck Steve Guttenberg Ted Danson Nancy Travis Margaret Colin,Leonard Nimoy
2513,21000000,Comedy Romance,9576,infidelity love friends cross dressing reputation,en,Tootsie,blockbuster,16-12-1982,177200000,116.0,Released,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,Tootsie,6.9,421,Dustin Hoffman Jessica Lange Teri Garr Dabney Coleman Charles Durning,Sydney Pollack
2514,15000000,Action Romance War,744,lovesickness loss of lover fighter pilot self-discovery pilot,en,Top Gun,mid,16-05-1986,356830601,110.0,Released,Up there with the best of the best.,Top Gun,6.7,1698,Tom Cruise Kelly McGillis Val Kilmer Anthony Edwards Tom Skerritt,Tony Scott
2515,17000000,Adventure Drama Action Romance,146,flying martial arts taskmaster comb tiger,zh,卧虎藏龙,mid,01-10-2000,213525736,120.0,Released,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",7.2,927,Chow Yun-fat Michelle Yeoh Zhang Ziyi Chang Chen Cheng Pei-Pei,Ang Lee
2516,15000000,Drama,14,male nudity female nudity adultery midlife crisis coming out,en,American Beauty,high,15-09-1999,356296601,122.0,Released,Look closer.,American Beauty,7.9,3313,Kevin Spacey Annette Bening Thora Birch Wes Bentley Mena Suvari,Sam Mendes
2517,15000000,Drama History,45269,great britain radio monarchy radio transmission royal family,en,The King's Speech,mid,06-09-2010,414211549,118.0,Released,Find your voice.,The King's Speech,7.6,2752,Colin Firth Geoffrey Rush Helena Bonham Carter Guy Pearce Timothy Spall,Tom Hooper
2518,15000000,Comedy,9493,perfection delivery low intelligence jet engine twins separated at birth,en,Twins,low,09-12-1988,216614388,107.0,Released,Only their mother can tell them apart.,Twins,5.7,559,Arnold Schwarzenegger Danny DeVito Kelly Preston Chloe Webb David Caruso,Ivan Reitman
2519,15000000,Drama Romance,22556,independent film,en,The Yellow Handkerchief,low,17-12-2008,317000,102.0,Released,,The Yellow Handkerchief,6.4,52,William Hurt Maria Bello Kristen Stewart Eddie Redmayne Veronica Russell,Udayan Prasad
2520,15000000,Drama,873,prison africa southern usa rape black people,en,The Color Purple,low,18-12-1985,146292009,154.0,Released,It's about life. It's about love. It's about us.,The Color Purple,7.7,338,Whoopi Goldberg Margaret Avery Danny Glover Akosua Busia Oprah Winfrey,Steven Spielberg
2521,16000000,Action Adventure Drama Thriller,33196,helicopter beach loss of father giant wave tsunami,ko,해운대,low,06-06-2009,11301649,120.0,Released,,Tidal Wave,6.5,48,Park Joong-hoon Sol Kyung-gu Uhm Jung-hwa Ha Ji-won Lee Briggs,Yoon Je-kyoon
2522,14000000,History Drama Thriller War,205596,gay england world war ii mathematician biography,en,The Imitation Game,blockbuster,14-11-2014,233555708,113.0,Released,The true enigma was the man who cracked the code.,The Imitation Game,8.0,5723,Benedict Cumberbatch Keira Knightley Matthew Goode Rory Kinnear Allen Leech,Morten Tyldum
2523,0,Comedy,10765,paris role of women,en,Private Benjamin,low,06-10-1980,0,109.0,Released,,Private Benjamin,6.0,102,Goldie Hawn Eileen Brennan Armand Assante Robert Webber Mary Kay Place,Howard Zieff
2524,15000000,Drama Music,16769,country music female friendship biography loretta lynn washington state,en,Coal Miner's Daughter,low,07-03-1980,67182787,125.0,Released,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.,Coal Miner's Daughter,7.2,67,Sissy Spacek Tommy Lee Jones Levon Helm Beverly D'Angelo William Sanderson,Michael Apted
2525,15000000,Comedy Family,33217,based on novel coming of age young boy breaking the fourth wall middle school,en,Diary of a Wimpy Kid,mid,19-03-2010,75700498,92.0,Released,"It's not a diary, it's a movie.",Diary of a Wimpy Kid,5.9,355,Zachary Gordon Robert Capron Rachael Harris Steve Zahn Devon Bostick,Thor Freudenthal
2526,15000000,Horror,132232,supernatural horror,en,Mama,mid,17-01-2013,146497771,100.0,Released,A Mother's Love is Forever,Mama,6.0,1401,Jessica Chastain Nikolaj Coster-Waldau Megan Charpentier Isabelle N\u00e9lisse Daniel Kash,Andy Muschietti
2527,15000000,Comedy Adventure Romance,11153,usa relatives family vacation family holiday duringcreditsstinger,en,National Lampoon's Vacation,mid,28-07-1983,61399552,98.0,Released,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,National Lampoon's Vacation,7.1,410,Chevy Chase Beverly D'Angelo Imogene Coca Randy Quaid Anthony Michael Hall,Harold Ramis
2528,15000000,Comedy,208134,duringcreditsstinger,en,Jackass Presents: Bad Grandpa,mid,22-10-2013,151831537,92.0,Released,Real people. Real reactions. Real messed up.,Bad Grandpa,6.0,680,Johnny Knoxville Jackson Nicoll Georgina Cates Spike Jonze Catherine Keener,Jeff Tremaine
2529,15000000,Drama,1165,upper class loss of mother great britain sadness queen,en,The Queen,low,15-09-2006,123384128,103.0,Released,Our Leaders. Ourselves.,The Queen,6.8,338,Helen Mirren Michael Sheen James Cromwell Sylvia Syms Helen McCrory,Stephen Frears
2530,15000000,Fantasy Comedy,4011,minister giant snake skeleton calypso arts,en,Beetlejuice,mid,29-02-1988,73326666,92.0,Released,He's guaranteed to put some life in your afterlife.,Beetlejuice,7.1,1444,Geena Davis Alec Baldwin Winona Ryder Michael Keaton Catherine O'Hara,Tim Burton
2531,15000000,Comedy Drama,17202,,en,Why Did I Get Married?,low,12-10-2007,55184721,113.0,Released,Because we complete each other's sentences.,Why Did I Get Married?,6.1,33,Tyler Perry Jill Scott Janet Jackson Michael Jai White Malik Yoba,Tyler Perry
2532,18000000,Drama Romance,9587,depression mother daughter relationship pregnant desire chalkboard,en,Little Women,low,21-12-1994,0,115.0,Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,7.0,215,Winona Ryder Gabriel Byrne Trini Alvarado Samantha Mathis Kirsten Dunst,Gillian Armstrong
2533,17000000,Drama Horror Thriller,65086,london england secret remake revenge lawyer,en,The Woman in Black,mid,01-02-2012,127730736,95.0,Released,What did they see?,The Woman in Black,6.1,1206,Daniel Radcliffe Ciar\u00e1n Hinds Sidney Johnston Alisa Khazanova Mary Stockley,James Watkins
2534,15000000,Horror Thriller,10053,babysitter death of a friend killer strange person call,en,When a Stranger Calls,low,03-02-2006,66966987,87.0,Released,"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,5.4,268,Camilla Belle Katie Cassidy Tommy Flanagan Brian Geraghty Clark Gregg,Simon West
2535,15000000,Comedy Family,11870,screenplay film producer auto right and justice liar,en,Big Fat Liar,low,08-02-2002,52970014,88.0,Released,The truth is never overrated,Big Fat Liar,5.6,197,Frankie Muniz Paul Giamatti Amanda Bynes Amanda Detmer Donald Faison,Shawn Levy
2536,15000000,Drama War,11778,vietnam veteran pennsylvania vietnam party escape,en,The Deer Hunter,low,08-12-1978,50000000,183.0,Released,One of the most important and powerful films of all time!,The Deer Hunter,7.8,921,Robert De Niro John Cazale John Savage Christopher Walken Meryl Streep,Michael Cimino
2537,15000000,Comedy Drama,586,washington d.c. rape cia usa president war veteran,en,Wag the Dog,low,25-12-1997,64256513,97.0,Released,"A comedy about truth, justice and other special effects.",Wag the Dog,6.7,270,Dustin Hoffman Robert De Niro Anne Heche Woody Harrelson Jim Belushi,Barry Levinson
2538,17000000,Family Comedy,18736,,en,The Lizzie McGuire Movie,low,25-04-2003,55534455,94.0,Released,The only risk in taking an adventure is not taking it at all.,The Lizzie McGuire Movie,5.7,280,Hilary Duff Adam Lamberg Hallie Todd Robert Carradine Jake Thomas,Jim Fall
2539,35000000,Thriller Drama,134411,father son relationship based on true story,en,Snitch,mid,21-02-2013,42930462,112.0,Released,How far would you go to save your son?,Snitch,5.8,1138,Dwayne Johnson Barry Pepper Jon Bernthal Susan Sarandon Michael Kenneth Williams,Ric Roman Waugh
2540,15000000,Horror Comedy Fantasy,287903,fire winter santa claus snow storm christmas tree,en,Krampus,mid,26-11-2015,61548707,98.0,Released,You don't want to be on his list.,Krampus,5.9,584,Adam Scott Toni Collette Allison Tolman David Koechner Emjay Anthony,Michael Dougherty
2541,15000000,Horror Mystery Science Fiction,9276,american football high school alien teacher teenager,en,The Faculty,mid,25-12-1998,40283321,104.0,Released,Take me to your teacher.,The Faculty,6.2,492,Jordana Brewster Elijah Wood Clea DuVall Laura Harris Josh Hartnett,Robert Rodriguez
2542,0,Drama Music,15765,price of fame tina turner black woman cameo appearance by real life subject african american music,en,What's Love Got to Do with It,low,09-06-1993,0,118.0,Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,6.9,72,Angela Bassett Laurence Fishburne Vanessa Bell Calloway Rae'Ven Larrymore Kelly Virginia Capers,Brian Gibson
2543,15000000,Action Crime Drama,2142,corruption new jersey handcuffs fbi bridge,en,Cop Land,low,15-08-1997,44862187,104.0,Released,No One Is Above The Law.,Cop Land,6.6,382,Sylvester Stallone Harvey Keitel Ray Liotta Robert De Niro Michael Rapaport,James Mangold
2544,16000000,Comedy,11397,underdog ball kiss high school school party,en,Not Another Teen Movie,mid,07-12-2001,66468332,89.0,Released,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,Not Another Teen Movie,5.5,431,Chyler Leigh Chris Evans Jaime Pressly Eric Christian Olsen Mia Kirshner,Joel Gallen
2545,7000000,Crime Drama Thriller,77016,los angeles bullet proof vest u.s. marine medal of valor police sergeant,en,End of Watch,mid,20-09-2012,48126384,109.0,Released,Every moment of your life they stand watch,End of Watch,7.2,1170,Jake Gyllenhaal Michael Pe\u00f1a Natalie Martinez Anna Kendrick David Harbour,David Ayer
2546,15000000,Crime Drama Thriller,11478,journalist secret society pizza wealth pay phone,en,The Skulls,low,31-03-2000,35007180,106.0,Released,Getting in is easy. Getting out is a killer.,The Skulls,5.8,156,Joshua Jackson Paul Walker Hill Harper Leslie Bibb Christopher McDonald,Rob Cohen
2547,15000000,Drama Romance,266856,wife husband relationship biography physicist based on memoir stephen hawking,en,The Theory of Everything,high,26-11-2014,123726688,123.0,Released,His Mind Changed Our World. Her Love Changed His.,The Theory of Everything,7.8,3311,Eddie Redmayne Felicity Jones Charlie Cox Emily Watson Simon McBurney,James Marsh
2548,0,Comedy Crime,13411,street gang los angeles,en,Malibu's Most Wanted,low,10-04-2003,0,86.0,Released,,Malibu's Most Wanted,4.7,77,Jamie Kennedy Taye Diggs Anthony Anderson Regina Hall Blair Underwood,John Whitesell
2549,15000000,Comedy Drama Romance,10564,california baby supermarket oklahoma pregnancy and birth,en,Where the Heart Is,low,27-04-2000,33771174,120.0,Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,155,Natalie Portman Ashley Judd Stockard Channing Joan Cusack Sally Field,Matt Williams
2550,15000000,Adventure Drama History War,947,cairo arabian world war i horse jerusalem,en,Lawrence of Arabia,mid,10-12-1962,69995385,216.0,Released,,Lawrence of Arabia,7.8,851,Peter O'Toole Alec Guinness Anthony Quinn Jack Hawkins Omar Sharif,David Lean
2551,15000000,Horror,24150,nurse shotgun nudity therapist book,en,Halloween II,low,28-08-2009,39421467,105.0,Released,Family Is Forever,Halloween II,5.1,267,Scout Taylor-Compton Sheri Moon Zombie Tyler Mane Chase Wright Vanek Brad Dourif,Rob Zombie
2552,15000000,Drama,228970,adventure biography hiking based on true story traveller,en,Wild,mid,05-12-2014,52501541,115.0,Released,,Wild,7.0,951,Reese Witherspoon Laura Dern Thomas Sadoski Keene McRae Michiel Huisman,Jean-Marc Vall\u00e9e
2553,15000000,Crime Thriller Horror Drama,18405,rape white trash revenge murder dysfunctional family,en,The Last House on the Left,low,13-03-2009,32721635,110.0,Released,"If someone hurt someone you love, how far would you go to get revenge?",The Last House on the Left,6.2,440,Garret Dillahunt Michael Bowen Joshua Cox Riki Lindhome Aaron Paul,Dennis Iliadis
2554,15000000,Comedy Romance,6961,based on novel callboy wedding escort fake boyfriend,en,The Wedding Date,low,04-02-2005,47175038,88.0,Released,Love doesn't come cheap.,The Wedding Date,6.2,230,Debra Messing Dermot Mulroney Amy Adams Jack Davenport Jeremy Sheffield,Clare Kilner
2555,13000000,Horror Thriller,11442,brother sister relationship innocence serial killer michael myers,en,Halloween: Resurrection,low,01-07-2002,37664855,94.0,Released,Evil finds its way home,Halloween: Resurrection,4.5,228,Jamie Lee Curtis Brad Loree Busta Rhymes Bianca Kajlich Katee Sackhoff,Rick Rosenthal
2556,16000000,Adventure Family Fantasy Comedy Romance,2493,swashbuckler evil prince reference to socrates reference to plato screwball,en,The Princess Bride,mid,18-09-1987,30857814,98.0,Released,It's as real as the feelings you feel.,The Princess Bride,7.6,1486,Cary Elwes Robin Wright Mandy Patinkin Andr\u00e9 the Giant Chris Sarandon,Rob Reiner
2557,15000000,Drama,14047,biography,en,The Great Debaters,low,27-12-2007,30226144,126.0,Released,"When the nation was in need, he inspired them to give us hope.",The Great Debaters,6.9,151,Denzel Washington Nate Parker Forest Whitaker Denzel Whitaker Kimberly Elise,Denzel Washington
2558,15000000,Drama Action Thriller Crime,64690,stuntman blood splatter independent film police chase extreme violence,en,Drive,mid,06-08-2011,78054825,100.0,Released,There are no clean getaways.,Drive,7.4,3725,Ryan Gosling Carey Mulligan Bryan Cranston Albert Brooks Oscar Isaac,Nicolas Winding Refn
2559,15000000,Comedy,11132,rock star spotlight high school party rivalry,en,Confessions of a Teenage Drama Queen,low,17-02-2004,29331068,89.0,Released,She's making a scene over everything.,Confessions of a Teenage Drama Queen,5.1,221,Lindsay Lohan Adam Garcia Glenne Headly Alison Pill Megan Fox,Sara Sugarman
2560,15000000,Comedy Drama Romance,17127,blind date love falling in love gay man straight woman relationship,en,The Object of My Affection,low,17-04-1998,46905889,111.0,Released,Sometimes The Most Desirable Relationship Is The One You Can't Have,The Object of My Affection,5.6,72,Jennifer Aniston Paul Rudd Hayden Panettiere Alan Alda Allison Janney,Nicholas Hytner
2561,15000000,Horror Thriller Science Fiction,1562,london england loss of mother loss of family mutant pest,en,28 Weeks Later,mid,26-04-2007,64238440,100.0,Released,When days turn to weeks... the horror returns.,28 Weeks Later,6.5,1197,Imogen Poots Robert Carlyle Rose Byrne Jeremy Renner Harold Perrineau,Juan Carlos Fresnadillo
2562,15000000,Drama,232679,american football sport high school sports,en,When the Game Stands Tall,low,22-08-2014,30127963,115.0,Released,"Its Not How Hard You Fall, Its How You Get Back Up",When the Game Stands Tall,6.3,130,Jim Caviezel Michael Chiklis Laura Dern Clancy Brown Ser'Darius Blain,Thomas Carter
2563,14000000,Comedy Drama Family,17880,,en,Because of Winn-Dixie,low,18-02-2005,32645546,106.0,Released,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,Because of Winn-Dixie,6.1,61,Jeff Daniels AnnaSophia Robb Cicely Tyson Eva Marie Saint Dave Matthews,Wayne Wang
2564,20000000,Action Comedy Drama Romance,14736,lovers affection sport basketball high school sports,en,Love & Basketball,low,21-04-2000,27728118,124.0,Released,All's fair in love and basketball.,Love & Basketball,7.4,88,"Chris Warren, Jr. Kyla Pratt Sanaa Lathan Omar Epps Alfre Woodard",Gina Prince-Bythewood
2565,0,Action Comedy Thriller Romance,9434,mission of murder school party high school reunion,en,Grosse Pointe Blank,low,11-04-1997,28084357,107.0,Released,Even a hit man deserves a second shot.,Grosse Pointe Blank,6.9,275,John Cusack Minnie Driver Dan Aykroyd Joan Cusack Alan Arkin,George Armitage
2566,15000000,Comedy,23706,blind date eccentric aftercreditsstinger crossword puzzle mine shaft,en,All About Steve,low,04-09-2009,40105542,99.0,Released,A Comedy That Clings,All About Steve,4.7,295,Sandra Bullock Thomas Haden Church Bradley Cooper Ken Jeong DJ Qualls,Phil Traill
2567,0,Mystery Thriller Horror,11531,witch video forest horror vision,en,Book of Shadows: Blair Witch 2,low,27-10-2000,0,90.0,Released,Evil Doesn't Die.,Book of Shadows: Blair Witch 2,4.3,212,Kim Director Jeffrey Donovan Erica Leerhsen Tristine Skyler Stephen Barker Turner,Joe Berlinger
2568,15000000,Drama Fantasy Horror Thriller,9100,witch suicide attempt puberty magic black magic,en,The Craft,low,03-05-1996,24769466,101.0,Released,Welcome to the witching hour.,The Craft,6.3,380,Robin Tunney Fairuza Balk Neve Campbell Rachel True Skeet Ulrich,Andrew Fleming
2569,15000000,Drama Thriller Crime Romance,116,love triangle london england upper class adultery tennis,en,Match Point,mid,26-10-2005,85306374,124.0,Released,Passion Temptation Obsession,Match Point,7.3,1105,Jonathan Rhys Meyers Scarlett Johansson Emily Mortimer Brian Cox Penelope Wilton,Woody Allen
2570,0,Comedy Family,38843,sister sister relationship mother daughter relationship aunt niece relationship father daughter relationship duringcreditsstinger,en,Ramona and Beezus,low,23-07-2010,0,103.0,Released,A Little Sister Goes A Long Way.,Ramona and Beezus,6.1,245,Joey King Selena Gomez John Corbett Bridget Moynahan Ginnifer Goodwin,Elizabeth Allen Rosenbaum
2571,11500000,Drama Romance,1245,newspaper butler country house loyalty flower,en,The Remains of the Day,low,05-11-1993,23237911,134.0,Released,Diamond in the Rough,The Remains of the Day,7.5,202,Anthony Hopkins Emma Thompson James Fox Christopher Reeve Hugh Grant,James Ivory
2572,15000000,Drama,4995,pornography sex porn actor pornographic video from rags to riches,en,Boogie Nights,low,11-09-1997,43101594,155.0,Released,"The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,7.5,796,Mark Wahlberg Burt Reynolds John C. Reilly Julianne Moore Thomas Jane,Paul Thomas Anderson
2573,0,Action Adventure Drama Thriller,10413,prisoner fight liberation shelter,en,Nowhere to Run,low,15-01-1993,0,94.0,Released,"When the law can't protect the innocent,  the only hero left is an outlaw.",Nowhere to Run,5.5,119,Jean-Claude Van Damme Rosanna Arquette Kieran Culkin Ted Levine Tiffany Taubman,Robert Harmon
2574,15000000,Drama,14012,horse,en,Flicka,low,20-10-2006,21000000,95.0,Released,,Flicka,6.1,52,Tim McGraw Maria Bello Armie Hammer Alison Lohman Ryan Kwanten,Michael Mayer
2575,15000000,Horror Thriller,9793,new mexico mutant assault survival,en,The Hills Have Eyes II,low,22-03-2007,0,89.0,Released,Help isn't coming.,The Hills Have Eyes 2,5.2,351,Michael Bailey Smith Archie Kao Jay Acovone Jeff Kober Philip Pavel,Martin Weisz
2576,14000000,Horror,12212,film making high school sequel serial killer slasher,en,Urban Legends: Final Cut,low,19-09-2000,38574362,97.0,Released,Legends Never Die.,Urban Legends: Final Cut,4.4,100,Jennifer Morrison Matthew Davis Loretta Devine Hart Bochner Anthony Anderson,John Ottman
2577,0,Fantasy Drama Science Fiction Romance Family,13768,,en,Tuck Everlasting,low,11-10-2002,0,90.0,Released,"If you could choose to live forever, would you?",Tuck Everlasting,6.4,128,Alexis Bledel William Hurt Sissy Spacek Jonathan Jackson Scott Bairstow,Jay Russell
